Tumor network (1998) updated July 2013 for exact flow conservation
  550.  520.  230.	box dimensions in microns
  20    20    10	number of tissue points in x,y,z directions
  200.				outer bound distance
  25.				max. segment length
  4					nodsegm, max. allowed number of segments per node
  104				total number of segments
name type from to diam. flow  hem.
1	5	1	2	15.5	10		0.4
2	5	2	3	13.5	9.028	0.4
3	5	3	4	16.5	5.696	0.4
4	5	3	5	13.8	3.332	0.4
5	5	6	7	12.3	1.268	0.4
6	5	7	8	11.5	1.268	0.4
7	5	8	9	10		1.268	0.4
8	5	6	10	21.2	-3.704	0.4
9	5	10	11	17.4	-4.539	0.4
10	5	11	12	15.5	-10		0.4
11	5	13	14	8.7		-0.835	0.4
12	5	14	15	8.6		-0.835	0.4
13	5	15	10	7.8		-0.835	0.4
14	5	16	17	16.2	-5.390	0.4
15	5	17	18	9.9		-5.461	0.4
16	5	18	19	8.6		-5.461	0.4
17	5	19	20	8.8		-5.461	0.4
18	5	20	21	9.1		-5.461	0.4
19	5	21	22	8		-5.461	0.4
20	5	22	23	8.4		-5.461	0.4
21	5	23	24	12		-5.461	0.4
22	5	24	11	13.5	-5.461	0.4
23	5	2	25	16.7	0.972	0.4
24	5	25	6	14		-2.436	0.4
25	5	25	26	10.1	3.408	0.4
26	5	26	27	7.8		3.408	0.4
27	5	27	28	10.9	3.408	0.4
28	5	28	29	11	3.408	0.4
29	5	29	30	6.1	1.866	0.4
30	5	29	31	6.2	1.542	0.4
31	5	30	32	5.5	1.866	0.4
32	5	31	32	5.5	1.542	0.4
33	5	32	33	6	3.408	0.4
34	5	33	34	7.8	2.674	0.4
35	5	34	35	8.7	2.057	0.4
36	5	34	36	10.7	0.617	0.4
37	5	36	37	13.3	0.617	0.4
38	5	35	38	8.2	2.057	0.4
39	5	38	39	11.7	2.057	0.4
40	5	39	40	9.1	0.694	0.4
41	5	40	41	14.7	-1.737	0.4
42	5	41	39	11.9	-2.051	0.4
43	5	40	42	10.3	1.84	0.4
44	5	42	43	11.6	-0.37	0.4
45	5	43	44	10.7	-0.37	0.4
46	5	44	45	10.5	-0.37	0.4
47	5	45	40	7.4	-0.591	0.4
48	5	46	45	7.5	-0.535	0.4
49	5	45	47	7.6	-0.314	0.4
50	5	47	48	8.4	-0.314	0.4
51	5	48	41	7	-0.314	0.4
52	5	17	37	16.3	0.071	0.4
53	5	37	49	9.1	0.688	0.4
54	5	49	39	7.7	0.688	0.4
55	5	42	50	10.6	2.21	0.4
56	5	50	51	10.9	2.421	0.4
57	5	51	52	6.7	2.444	0.4
58	5	53	54	5.8	0.779	0.4
59	5	54	55	6.1	0.779	0.4
60	5	55	56	7.3	0.779	0.4
61	5	56	57	8.5	0.779	0.4
62	5	52	58	7.9	0.833	0.4
63	5	58	59	7.1	0.833	0.4
64	5	59	60	6.4	0.842	0.4
65	5	60	61	6.4	0.682	0.4
66	5	61	62	6.4	0.332	0.4
67	5	63	64	7	-0.435	0.4
68	5	65	61	8.2	-0.699	0.4
69	5	61	64	8.2	-0.349	0.4
70	5	66	64	8.2	-0.699	0.4
71	5	64	67	7.8	-1.483	0.4
72	5	67	60	8	-1.483	0.4
73	5	60	68	8	-1.323	0.4
74	5	59	68	5.8	-0.009	0.4
75	5	68	69	5.8	-0.547	0.4
76	5	69	70	5.8	-0.112	0.4
